Longitude,Latitude,title/0/en,notes/en,time,severity_rating,0/name
29.5333,0.6928,Unidentified gunmen raided the Mamiki neighborhood in the rural commune of Oicha.,"Unidentified gunmen raided the Mamiki neighborhood in the rural commune of Oicha. The attackers took away cattle, beer and other goods.",10/5/2018,1,Looting
29.24903,-1.21664,The FARDC attacked a FDLR-FOCA position at Bishigiro village in Rutshuru territory.,The FARDC attacked a FDLR-FOCA position at Bishigiro village in Rutshuru territory. The attack also killed three FARDC soldiers.&nbsp;,10/5/2018,3,Clash
29.49996,0.47204,The ADF attacked Sukola I operations headquarters in the Paida neighborhood of Beni town.,"The ADF attacked Sukola I operations headquarters in the Paida neighborhood of Beni town. The attack killed four FARDC soldiers, two civilians, and wounded a civilian.",10/4/2018,3,Killing
29.58805,-1.38878,The FARDC attacked unidentified gunmen attempting to cross the border near Bikenke village in Rutshuru territory.,The FARDC attacked unidentified gunmen attempting to cross the border near Bikenke village in Rutshuru territory. The FARDC stopped the entry of armed men into Congolese territory.,10/4/2018,1,Clash
27.93866,-2.64787,The Raia Mutomboki 100 Kilo erected a barrier at Wakenge village in Shabunda territory.,The Raia Mutomboki 100 Kilo erected a barrier at Wakenge village in Shabunda territory. The attackers extorted and looted money from people and passers-by.,10/4/2018,1,Looting
28.73497,-4.76122,The Mai-Mai CNPSC raided the Ngoma mine in Fizi territory.,The Mai-Mai CNPSC raided the Ngoma mine in Fizi territory. The attackers killed two men and injured another. They also looted money and property.,10/4/2018,3,Killing
29.45305,-1.07204,"Following an intense FARDC patrol in the area the FDLR-RUD, who had kidnapped six women and two men near Rusaka village 5 in Rutshuru territory on 01 October 2018, released the hostages without receiving payment of the ransom.","Following an intense FARDC patrol in the area the FDLR-RUD, who had kidnapped six women and two men near Rusaka village 5 in Rutshuru territory on 01 October 2018, released the hostages without receiving payment of the ransom.",10/4/2018,1,Returnee
29.4897,-1.1352,The FDLR-RUD kidnapped a 69-year-old man in his field near Ruti village in Rutshuru territory.,The FDLR-RUD kidnapped a 69-year-old man in his field near Ruti village in Rutshuru territory. The kidnappers demanded a ransom of $1500 for the release of the hostage.,10/3/2018,1,Kidnap for Ransom
29.4297,-1.15473,Two unidentified gunmen shot and killed a 26-year-old woman in the Buturande district of the Kiwanja rural commune.,Two unidentified gunmen shot and killed a 26-year-old woman in the Buturande district of the Kiwanja rural commune. The attackers wanted to steal the victim's phone but were startled by the victim's resistance.,10/2/2018,3,Killing
29.47077,0.48734,Two FARDC soldiers robbed a shop in the Tamende neighborhood of Beni city.,"Two FARDC soldiers robbed a shop in the Tamende neighborhood of Beni city. The two soldiers looted money, two boxes of sardines and cigarettes.",10/2/2018,1,Looting
29.48575,-0.04154,Unidentified gunmen shot and killed a 43-year-old man at Kitaragha village in Beni territory.,Unidentified gunmen shot and killed a 43-year-old man at Kitaragha village in Beni territory.,10/2/2018,3,Killing
29.45795,0.49073,An FARDC soldier shot and killed his two children at Kanzulinzuli neighborhood in Beni town.,An FARDC soldier shot and killed his two children at Kanzulinzuli neighborhood in Beni town. The FARDC soldier accused his two children of stealing his flash disk.,10/2/2018,3,Killing
28.65011,-2.09165,The Raia Mutomboki Shabani attacked two motorcyclists near Cheenge village in Kalehe territory.,The Raia Mutomboki Shabani attacked two motorcyclists near Cheenge village in Kalehe territory. The attackers also looted money and two bags of clothes.,10/2/2018,1,Looting
29.03978,-2.98012,"The Mai-Mai Mwenyemali, who had kidnapped two men in Narunanga village in Uvira territory on 29 September, 2018, released the hostages after payment of a $606 ransom.","The Mai-Mai Mwenyemali, who had kidnapped two men in Narunanga village in Uvira territory on 29 September, 2018, released the hostages after payment of a $606 ransom.",10/2/2018,1,Returnee
29.60197,0.0587,Unidentified gunmen attacked an FARDC position at Karuruma village in Beni territory.,Unidentified gunmen attacked an FARDC position at Karuruma village in Beni territory. The attack killed four of the gunmen.&nbsp;,10/2/2018,3,Clash
29.45305,-1.07204,The FDLR-RUD kidnapped six women and two men returning from their fields near Rusaka village 5 in Rutshuru territory.,The FDLR-RUD kidnapped six women and two men returning from their fields near Rusaka village 5 in Rutshuru territory. The kidnappers raped the women and demanded a ransom of $800 for the release of the hostages.,10/1/2018,2,Rape
28.29995,-1.18181,The NDC Guidon shot dead a 33-year-old man at Binyampuri village in Walikale territory.,The NDC Guidon shot dead a 33-year-old man at Binyampuri village in Walikale territory.,10/1/2018,3,Killing
29.07789,-0.42022,The NDC Guidon attacked the Mai-Mai Kabido at Masika village in Lubero territory.,The NDC Guidon attacked the Mai-Mai Kabido at Masika village in Lubero territory. The attack killed five NDC Guidon fighters. It killed and injured a further two Mai-Mai Kabido fighters. The NDC Guidon also looted property from civilians.,10/1/2018,3,Clash
29.02562,-1.33627,Unidentified gunmen robbed two motorbikes near Rujebeshi village in Masisi territory.,Unidentified gunmen robbed two motorbikes near Rujebeshi village in Masisi territory. The attackers also looted goods from the passengers.,10/1/2018,1,Looting
29.1197,-3.18803,Unidentified gunmen raided two farms at Kagurube village in Uvira territory.,Unidentified gunmen raided two farms at Kagurube village in Uvira territory. The attackers also stole some cows.,9/30/2018,1,Looting
29.48664,0.52017,Two FARDC soldiers raided a house in the Masiani neighborhood of Beni town.,Two FARDC soldiers raided a house in the Masiani neighborhood of Beni town. The two FARDC soldiers took $181.,9/30/2018,1,Looting
28.20115,-1.1924,The NDC Guidon shot and killed a 53-year-old man near Bunangiri village in Walikale territory.,The NDC Guidon shot and killed a 53-year-old man near Bunangiri village in Walikale territory.,9/30/2018,3,Killing
29.07299,-0.58398,"The NDC Guidon clashed with the Mai-Mai Kabido at the villages of Mbughavinywa, Kanyatsi and Busekera in Lubero territory.","The NDC Guidon clashed with the Mai-Mai Kabido at the villages of Mbughavinywa, Kanyatsi and Busekera in Lubero territory. This clash has displaced the villages' populations.",9/30/2018,1,Clash
29.0062,-3.00202,"Unidentified gunmen, who had kidnapped a 57-year-old man from Katyaza village in Uvira territory on 29 September 2018, released the hostage after payment of a $242 ransom.","Unidentified gunmen, who had kidnapped a 57-year-old man from Katyaza village in Uvira territory on 29 September 2018, released the hostage after payment of a $242 ransom.",9/30/2018,1,Returnee
28.85458,-2.53018,Unidentified gunmen raided the Institute Avenir offices at Panzi district in Bukavu town.,Unidentified gunmen raided the Institute Avenir offices at Panzi district in Bukavu town. The attackers also looted $3000 and computers.,9/29/2018,1,Looting
29.03978,-2.98012,"The Mai-Mai Mwenyemali kidnapped two men aged 56 and 59, respectively, from Narunanga village in Uvira territory.","The Mai-Mai Mwenyemali kidnapped two men aged 56 and 59, respectively, from Narunanga village in Uvira territory. The kidnappers demanded a ransom of $1000 for the release of the hostages.",9/29/2018,1,Kidnap for Ransom
29.02656,-3.19913,Unidentified gunmen shot and killed a 27-year-old man at Kiringye village in Uvira territory.,"Unidentified gunmen shot and killed a 27-year-old man at Kiringye village in Uvira territory. The attackers stole money, phones and prepaid cards from the victim.",9/29/2018,3,Killing
28.99635,-3.06406,"The FARDC attacked Mai-Mai Mwenyemali positions in the villages of Mahungubwe, Nawera and Rusheke in Uvira territory.","The FARDC attacked Mai-Mai Mwenyemali positions in the villages of Mahungubwe, Nawera and Rusheke in Uvira territory. The attacks left two dead, two wounded and one captured in the ranks of the Mai-Mai Mwenyemali.",9/29/2018,3,Clash
27.16232,-3.23649,The Raia Mutomboki Kazimoto robbed an MSF convoy near Ndese village in Shabunda territory.,The Raia Mutomboki Kazimoto robbed an MSF convoy near Ndese village in Shabunda territory. The attackers looted money and property from the Dutch MSF agents.,9/29/2018,1,Looting
29.39233,-1.15027,"The FDLR-RUD, who had kidnapped four women near Kaseke village in Rutshuru territory on 26 September 2018, released the hostages after payment of the ransom.","The FDLR-RUD, who had kidnapped four women near Kaseke village in Rutshuru territory on 26 September 2018, released the hostages after payment of the ransom.",9/29/2018,1,Returnee
29.51717,0.69581,Police dispersed demonstrators who were protesting growing insecurity in the rural commune of Oicha.,Police dispersed demonstrators who were protesting growing insecurity in the rural commune of Oicha. Police arrested eight protesters. An 8-year-old child was also shot and wounded.,9/29/2018,3,Political Repression
29.51837,0.69143,Unidentified gunmen raided a house in the rural commune of Oicha.,Unidentified gunmen raided a house in the rural commune of Oicha. The attackers also looted money and property.,9/29/2018,1,Looting
29.24079,0.59307,Four unidentified gunmen kidnapped a 60-year-old man from Mununze village in Beni territory.,Four unidentified gunmen kidnapped a 60-year-old man from Mununze village in Beni territory. The kidnappers demanded a ransom of $2500 for the release of the hostage.,9/29/2018,1,Kidnap for Ransom
29.03566,-2.99572,Two FARDC soldiers shot and killed a 40-year-old man near Lumbishi village in Kalehe territory.,Two FARDC soldiers shot and killed a 40-year-old man near Lumbishi village in Kalehe territory.,9/29/2018,3,Killing
29.0062,-3.00202,Unidentified gunmen kidnapped a 57-year-old man from Katyaza village in Uvira territory.,Unidentified gunmen kidnapped a 57-year-old man from Katyaza village in Uvira territory. The attackers demanded a ransom of $500 for the release of the hostage.,9/29/2018,1,Kidnap for Ransom
29.17226,-1.57213,The FDLR-FOCA attacked the FARDC at Mutoho village in Nyirangongo territory.,The FDLR-FOCA attacked the FARDC at Mutoho village in Nyiragongo territory. The attack resulted in three missing and two dead FARDC soldiers.&nbsp;&nbsp;,9/29/2018,3,Clash
28.82794,-2.47226,Unidentified gunmen looted money and property from a money transfer agent in the Mulambula neighborhood of Bukavu town.,Unidentified gunmen looted money and property from a money transfer agent in the Mulambula neighborhood of Bukavu town.,9/28/2018,1,Looting
29.23526,-1.6779,"Unidentified gunmen, attempting to rob a house, shot and wounded a 34-year-old man in the Birere neighborhood of Goma.","Unidentified gunmen, attempting to rob a house, shot and wounded a 34-year-old man in the Birere neighborhood of Goma.",9/28/2018,1,Serious Injury
29.23423,-1.67429,Unidentified gunmen shot and killed a 32-year-old forex trader in the Office neighbourhood of Goma.,Unidentified gunmen shot and killed a 32-year-old forex trader in the Office neighbourhood of Goma. The attackers also stole the victims money.,9/28/2018,3,Killing
29.55316,0.72974,The ADF raided Mukoko village in Beni territory. The FARDC repelled the attackers.,"The ADF raided Mukoko village in Beni territory. The FARDC repelled the attackers. The attack killed three women, three men and injured one man",9/28/2018,3,Killing
28.80872,-2.1999,Unidentified gunmen raided houses at Kabushwa village in Kabare territory.,Unidentified gunmen raided houses at Kabushwa village in Kabare territory. The attackers also looted property.,9/27/2018,1,Looting
29.52549,0.50648,The ADF attacked an FARDC position Kididiwe village in Beni territory.,The ADF attacked an FARDC position Kididiwe village in Beni territory. The attack killed two and injured two FARDC soldiers.,9/27/2018,3,Clash
29.71698,0.04265,"Three men, carrying knives and guns, robbed a shop in the Muvingi district of the Kasindi rural commune.","Three men, carrying knives and guns, robbed a shop in the Muvingi district of the Kasindi rural commune. The attackers shot and killed a 29-year-old man and wounded another man with a machete.",9/27/2018,3,Killing
29.43257,0.45438,The police intercepted some youths leaving Butembo for Beni in the Mataba area of Beni territory.,The police intercepted some youths leaving Butembo for Beni in the Mataba area of Beni territory. These demonstrators wanted to sympathize with the people of Beni following the massacres of civilians in that city. The police arrested twelve young people.,9/27/2018,4,Political Repression
28.85077,-2.5186,Unidentified gunmen raided a BDOM Funu health center in the Mosala neighborhood of Bukavu town.,Unidentified gunmen raided a BDOM Funu health center in the Mosala neighborhood of Bukavu town. The attackers also stole money and property.,9/26/2018,1,Looting
29.09145,-2.98727,Unidentified gunmen raided a house and abducted a 51-year-old man from Kitemesho village in Uvira territory.,Unidentified gunmen raided a house and abducted a 51-year-old man from Kitemesho village in Uvira territory. The kidnappers killed the hostage.,9/26/2018,3,Killing
29.03566,-2.99572,"The Mai-Mai Mwenyemali, who was attempting to kidnap a man, shot and wounded a 21-year-old boy at Simba village in Uvira territory.","The Mai-Mai Mwenyemali, who was attempting to kidnap a man, shot and wounded a 21-year-old boy at Simba village in Uvira territory.",9/26/2018,1,Serious Injury
29.13711,-0.65985,Unidentified gunmen killed an FARDC soldier at Kitobindo village in Lubero territory.,Unidentified gunmen killed an FARDC soldier at Kitobindo village in Lubero territory. The attackers also took away the weapon of the killed soldier.,9/26/2018,3,Clash
29.39233,-1.15027,The FDLR-RUD kidnapped four women returning from their fields to Kaseke village in Rutshuru territory.,The FDLR-RUD kidnapped four women returning from their fields to Kaseke village in Rutshuru territory. The attackers raped the victims and demanded a ransom for their release.,9/26/2018,1,Rape
28.23108,-3.30436,The Raia Mutomboki Maheshe raided Butongo village in Mwenga territory at night.,"The Raia Mutomboki Maheshe raided Butongo village in Mwenga territory at night. The attackers stole money, livestock and property.",9/26/2018,1,Looting
29.46974,0.49283,Police dispersed a student demonstration in Beni town.,Police dispersed a student demonstration in Beni town. They were protesting the massacre of civilians in the Paida neighborhood. Police shot and injured two demonstrators.,9/26/2018,2,Political Repression
29.11434,-3.09102,Four unidentified gunmen kidnapped a 59-year-old man from Kibogoyi neighborhood in the Sange rural commune.,Four unidentified gunmen kidnapped a 59-year-old man from Kibogoyi neighborhood in the Sange rural commune. The kidnappers demanded a ransom of $1000 for the release of the hostage.,9/26/2018,1,Kidnap for Ransom
28.54802,0.38923,"Unidentified gunmen, who had kidnapped a man in Bandulu village in Lubero territory on 22 September 2018, killed the hostage.","Unidentified gunmen, who had kidnapped a man in Bandulu village in Lubero territory on 22 September 2018, killed the hostage.",9/26/2018,3,Killing
27.96037,-2.91166,"The Raia Mutomboki Kokodikoko, Mabala and Ndarumanga raided Buloba village in Shabunda territory.","The Raia Mutomboki Kokodikoko, Mabala and Ndarumanga raided Buloba village in Shabunda territory. The attackers stole eight goats, food and other property.",9/25/2018,1,Looting
28.18302,-3.06543,Unidentified gunmen kidnapped a man in Camp Six village in Mwenga territory.,Unidentified gunmen kidnapped a man in Camp Six village in Mwenga territory.,9/25/2018,1,Abduction
29.10271,-1.12113,The FARDC exchanged fire with the CNRD in Kabumba village in Rutshuru territory.,The FARDC exchanged fire with the CNRD in Kabumba village in Rutshuru territory. The exchange injured two civilians.,9/25/2018,1,Clash
28.59478,-2.1392,Unidentified gunmen shot and wounded a 53-year-old man at Chaamba village in Kalehe territory.,Unidentified gunmen shot and wounded a 53-year-old man at Chaamba village in Kalehe territory. The attackers also stole $800.,9/25/2018,1,Looting
29.29993,0.32255,Knife-wielding men raided Mabuku village in Beni territory.,Knife-wielding men raided Mabuku village in Beni territory. The attackers killed an ANR agent.,9/25/2018,3,Clash
29.14372,-0.53394,"Unidentified gunmen, who had kidnapped five people near Mighobwe village in Lubero territory on 23 September 2018,  released the hostages after payment of a ransom.","Unidentified gunmen, who had kidnapped five people near Mighobwe village in Lubero territory on 23 September 2018,&nbsp; released the hostages after payment of a ransom.",9/25/2018,1,Returnee
29.34005,-1.49073,The Nyatura FDP attacked an FARDC position at Mwaro village in Rutshuru territory.,The Nyatura FDP attacked an FARDC position at Mwaro village in Rutshuru territory. The attackers killed an FARDC soldier.,9/24/2018,3,Clash
29.51837,0.69143,The ADF raided the Bakaiku district in the rural district of Oicha.,"The ADF raided the Bakaiku district in the rural district of Oicha. The attackers killed one man and abducted a woman, twelve girls and four boys. They burned two houses and looted cattle and property.",9/24/2018,7,Killing
27.81348,-3.7419,A police officer shot a 42-year-old man at a bistro in Kakulu village in Mwenga territory after a discussion about the exoneration of the Mwenga Territory Administrator accused of supporting gangs.,"A police officer shot a 42-year-old man at a bistro in Kakulu village in Mwenga territory after a discussion about the exoneration of the Mwenga territorial administrator, who had been accused of supporting local gangs. The victim died from his injuries.",9/24/2018,3,Killing
28.98955,-3.08454,Five unidentified gunmen robbed a vehicle near Katala village in Uvira territory.,Five unidentified gunmen robbed a vehicle near Katala village in Uvira territory. The attackers kidnapped three men. They demanded a ransom of $5000 for the release of the hostages.,9/24/2018,1,Kidnap for Ransom
28.09814,-3.3065,Police dispersed protesters at Busawa village in Mwenga territory.,Police dispersed protesters at Busawa village in Mwenga territory. The population was protesting the release of the territory's administrator who had been arrested for the maintenance of armed bands and illegal possession of a weapon. The police arrested seventeen and then released them.,9/24/2018,4,Political Repression
29.42035,0.33799,Unidentified gunmen kidnapped a 30-year-old man from Pabuka village in Beni territory.,Unidentified gunmen kidnapped a 30-year-old man from Pabuka village in Beni territory. The kidnappers killed the hostage.,9/24/2018,3,Killing
29.61267,-0.77276,The FDLR-RUD killed an FARDC soldier in Nyaruhange village in Rutshuru territory.,The FDLR-RUD killed an FARDC soldier in Nyaruhange village in Rutshuru territory. The attackers stole the victim's weapon.,9/23/2018,3,Clash
29.49996,0.47204,Two FARDC soldiers shot and wounded a 50-year-old woman in the Paida district of Beni town when they attempted to take her goats away.,Two FARDC soldiers shot and wounded a 50-year-old woman in the Paida district of Beni town when they attempted to take her goats away.,9/23/2018,1,Serious Injury
29.14372,-0.53394,Unidentified gunmen robbed a mini bus near Mighobwe village in Lubero territory.,Unidentified gunmen robbed a mini bus near Mighobwe village in Lubero territory. The robbers stole money and property. They also kidnapped five people and demanded ransom for their release.,9/23/2018,1,Kidnap for Ransom
29.13432,-4.09574,Unidentified gunmen attacked an FARDC position at Katenga village in Fizi territory.,"Unidentified gunmen attacked an FARDC position at Katenga village in Fizi territory. The attackers killed three FARDC soldiers, took away four AK-47's and missiles.",9/23/2018,3,Clash
29.56549,-0.89796,An FARDC soldier shot and wounded a woman returning from her field in Nyamilima locality in Rutshuru territory.,An FARDC soldier shot and wounded a woman returning from her field in Nyamilima locality in Rutshuru territory. The FARDC soldier wanted to steal the victim's harvest.,9/23/2018,1,Serious Injury
29.56878,-1.2891,Unidentified gunmen robbed an Actros-branded vehicle near Rudahira village in Rutshuru territory.,Unidentified gunmen robbed an Actros-branded vehicle near Rudahira village in Rutshuru territory. The robbers also kidnapped a man.,9/23/2018,1,Abduction
28.99213,-3.04086,"Four unidentified gunmen, who had kidnapped a 60-year-old woman and a 17-year-old girl in Bwagwa village in Uvira territory, released the hostages after payment of the ransom.","Four unidentified gunmen, who had kidnapped a 60-year-old woman and a 17-year-old girl in Bwagwa village in Uvira territory, released the hostages after payment of the ransom.",9/23/2018,1,Returnee
27.99505,-4.03859,The FARDC attacked the Mai-Mai CNPSC and Malaika at Kilembwe locality in Fizi territory.,The FARDC attacked the Mai-Mai CNPSC and Malaika at Kilembwe locality in Fizi territory. The FARDC chased the attackers out of the area. The FARDC also looted property from the population and kidnapped a man.,9/23/2018,1,Clash
29.41988,-1.13379,"The FDLR-RUD, who had kidnapped four women returning from their fields to Kibende village in Rutshuru territory on 19 September 2018, released the hostages after payment of a ransom.","The FDLR-RUD, who had kidnapped four women returning from their fields to Kibende village in Rutshuru territory on 19 September 2018, released the hostages after payment of a ransom.",9/23/2018,1,Returnee
29.35066,-1.42224,"The FDLR-FOCA ambushed an FARDC convoy near Ngerenge village in Rutshuru territory, in retaliation for the capture of an FDLR-FOCA commander by the FARDC.","The FDLR-FOCA ambushed an FARDC convoy near Ngerenge village in Rutshuru territory, in retaliation for the capture of an FDLR-FOCA commander by the FARDC.",9/23/2018,1,Clash
29.48108,0.49174,Fighters from the Allied Democratic Forces (ADF) raided the eastern part of the city of Beni.,"Fighters from the Allied Democratic Forces (ADF) raided the eastern part of the city of Beni. The FARDC and the UN intervention brigade responded. They killed at least 15 civilians and 4 FARDC soldiers, and wounded 6 civilians and three FARDC soldiers. They looted, burnt 4 houses. There was extensive material damage, including 5 lorries at the Beni Container Terminal (TCB).",9/22/2018,10,Killing
28.98056,-1.04364,The NDC Guidon attacked the FARDC at Kalembe village in Masisi territory.,"The NDC Guidon attacked the FARDC at Kalembe village in Masisi territory. The attack resulted in one soldier killed, one injured and one captured by the NDC Guidon.&nbsp;",9/22/2018,3,Clash
28.93867,-2.94509,"Unidentified gunmen, who had kidnapped a 51-year-old man from Simba village in Uvira territory on 20 September 2018, released the hostage after payment of the $303 ransom.","Unidentified gunmen, who had kidnapped a 51-year-old man from Simba village in Uvira territory on 20 September 2018, released the hostage after payment of the $303 ransom.",9/22/2018,1,Returnee
29.24903,-1.21664,The FARDC captured an FDLR-FOCA commander at Bushege village in Rutshuru territory.,The FARDC captured an FDLR-FOCA commander at Bushege village in Rutshuru territory.,9/22/2018,1,Clash
28.54802,0.38923,Unidentified gunmen kidnapped a man at Bandulu village in Lubero territory.,Unidentified gunmen kidnapped a man at Bandulu village in Lubero territory. The kidnappers demanded a ransom for the release of the hostage.,9/22/2018,1,Kidnap for Ransom
29.44451,-1.1216,"The FARDC arrested and killed two men aged 19 and 25, respectively, at Katoro village in Rutshuru territory.","The FARDC arrested and killed two men aged 19 and 25, respectively, an Katoro village in Rutshuru territory.",9/21/2018,3,Killing
29.31673,0.11258,Unidentified gunmen attacked an FARDC position at Rughenda district in Butembo town.,Unidentified gunmen attacked an FARDC position at Rughenda district in Butembo town. The attack left two dead and five wounded civilians.,9/21/2018,3,Killing
29.21032,-1.64711,Unidentified men abducted a one-year-old child from the Mapendo neighborhood in Goma town.,Unidentified men abducted a one-year-old child from the Mapendo neighborhood in Goma town. The kidnappers killed the child.,9/21/2018,3,Killing
28.80872,-2.1999,"The Raia Mutomboki Shabani raided the villages of Chihunda III, Muhonga and Mbulamishi in Kabare territory.","The Raia Mutomboki Shabani raided the villages of Chihunda III, Muhonga and Mbulamishi in Kabare territory. The attackers stole a bag of cassava flour, two cases of beer and some clothes.",9/21/2018,1,Looting
29.11434,-3.09102,Three unidentified gunmen attempted to abduct a 47-year-old man from Kinanira neighborhood in the rural commune of Sange.,Three unidentified gunmen attempted to abduct a 47-year-old man from Kinanira neighborhood in the rural commune of Sange. The victim resisted resulting in the attackers shooting and killing him. They also stole $30 and property.,9/21/2018,3,Killing
29.10271,-1.12113,The CNRD raided the Katsiru locality of Rutshuru territory.,The CNRD raided the Katsiru locality of Rutshuru territory. The attackers shot and killed a 20-year-old man.,9/20/2018,3,Killing
28.96178,-2.9519,Unidentified gunmen kidnapped a 51-year-old man from Simba village in Uvira territory.,Unidentified gunmen kidnapped a 51-year-old man from Simba village in Uvira territory. The kidnappers demanded a ransom of $1000 for the release of the hostage.,9/20/2018,1,Kidnap for Ransom
29.15273,-3.1813,Unidentified gunmen kidnapped three men at Kagurube village in Uvira territory.,Unidentified gunmen kidnapped three men at Kagurube village in Uvira territory. The kidnappers demanded a ransom of $4500 for the release of the hostages.,9/20/2018,1,Kidnap for Ransom
29.14915,-3.63673,Unidentified gunmen raided a plot at Sanza village in Fizi territory.,Unidentified gunmen raided a plot at Sanza village in Fizi territory. The attackers shot and killed a 60-year-old woman.,9/20/2018,3,Killing
29.4297,-1.15473,Unidentified gunmen raided a house in the Buturande district of rural Kiwanja.,Unidentified gunmen raided a house in the Buturande district of rural Kiwanja. The attackers kidnapped one man and killed another who was trying to escape.,9/20/2018,3,Killing
28.84992,-2.49366,Unidentified gunmen shot and killed a 48-year-old man in the Nkafu neighborhood of Bukavu town when he returned to his workplace.,Unidentified gunmen shot and killed a 48-year-old man in the Nkafu neighborhood of Bukavu town when he heading toward his workplace. The attackers also took his money.,9/20/2018,3,Killing
28.70531,-1.19758,The FARDC attacked an APCLS position at Ndurumo village in Masisi territory.,The FARDC attacked an APCLS position at Ndurumo village in Masisi territory. The APCLS drove the FARDC back to Lukweti.,9/20/2018,1,Clash
29.53228,0.53162,The ADF attacked an FARDC position at Tubameme village in Beni territory.,The ADF attacked an FARDC position at Tubameme village in Beni territory. The attack killed one and injured four FARDC soldiers.,9/20/2018,3,Clash
28.53566,-1.70728,The Mai-Mai Kifuafua Delphin Mbaenda attacked and chased the Mai-Mai Kirikicho and Shalio at Busurungi village in Walikale territory.,The Mai-Mai Kifuafua Delphin Mbaenda attacked and chased after the Mai-Mai Kirikicho and Shalio at Busurungi village in Walikale territory.&nbsp;,9/20/2018,1,Clash
29.11067,-3.73442,"Unidentified men, who had kidnapped four men near Ake village in Fizi territory on 19 September 2018, released the hostages after payment of the $181 ransom.","Unidentified men, who had kidnapped four men near Ake village in Fizi territory on 19 September 2018, released the hostages after payment of the $181 ransom.",9/20/2018,1,Returnee
28.99213,-3.04086,Four unidentified gunmen raided a plot of land in Bwagwa village in Uvira territory.,Four unidentified gunmen raided a plot of land in Bwagwa village in Uvira territory. The attackers kidnapped a 60-year-old woman and a 17-year-old girl. They also demanded a ransom of $2000 for the release of the hostages.,9/20/2018,1,Kidnap for Ransom
28.88339,-4.16118,Unidentified gunmen killed an FARDC soldier in Kasonge village in Fizi territory.,Unidentified gunmen killed an FARDC soldier in Kasonge village in Fizi territory. The attackers took away the weapon of the soldier killed.,9/19/2018,3,Clash
29.41988,-1.13379,The FDLR-RUD kidnapped and raped four women as they returned from their fields to Kibende village in Rutshuru territory.,The FDLR-RUD kidnapped and raped four women as they returned from their fields to Kibende village in Rutshuru territory. The kidnappers demanded a ransom for the release of the hostages.,9/19/2018,4,Rape
29.16046,-3.26837,Unidentified gunmen robbed a mini bus of the Rainbow transport agency near Rutemba village in Uvira territory.,Unidentified gunmen robbed a mini bus of the Rainbow transport agency near Rutemba village in Uvira territory. The attackers also looted money and property.,9/19/2018,1,Looting
29.00204,-0.26618,The FARDC attacked a NDC Guidon position at Makuranga village in Lubero territory.,The FARDC attacked an NDC-R position at Makuranga village in Lubero territory. The FARDC chased the NDC from the village and burned their camp. The attack killed two NDC fighters and injured another. Two FARDC soldiers were wounded.&nbsp;,9/19/2018,3,Clash
29.00055,-2.80657,"Unidentified gunmen, who had kidnapped a 39-year-old man from Katogota village in Uvira territory on 16 September, released the hostage after receiving payment of the ransom of $400.","Unidentified gunmen, who had kidnapped a 39-year-old man from Katogota village in Uvira territory on 16 September, released the hostage after receiving payment of the ransom of $400.",9/19/2018,1,Returnee
29.11067,-3.73442,Unidentified gunmen kidnapped four men near Ake village in Fizi territory.,Unidentified gunmen kidnapped four men near Ake village in Fizi territory. The attackers looted property and demanded a ransom of $500 for the release of the hostages.,9/19/2018,1,Kidnap for Ransom
28.60072,-2.14272,The Raia Mutomboki Shabani have taken control of police officers in charge of the Tchebumba police station in Kalehe territory.,The Raia Mutomboki Shabani detained police officers in charge of the Tchebumba police station in Kalehe territory. The attackers stole an AK-47 weapon and police equipment.,9/18/2018,1,Clash
4,0,Unidentified gunmen raided a house in Bushiika village in Kalehe territory.,Unidentified gunmen raided a house in Bushiika village in Kalehe territory. The attackers also looted property.,9/18/2018,1,Looting
28.82652,-2.22499,"Unidentified gunmen, who had abducted four men and four girls to carry looted property in Kahungu village in Kabare territory on 17 September 2018, released the hostages.","Unidentified gunmen, who had abducted four men and four girls to carry looted property in Kahungu village in Kabare territory on 17 September 2018, released the hostages.",9/18/2018,1,Returnee
29.54814,0.2598,An FARDC soldier raped a 30-year-old woman in her field in Mughalika village in Beni territory.,An FARDC soldier raped a 30-year-old woman in her field in Mughalika village in Beni territory.,9/18/2018,1,Rape
28.82652,-2.22499,Unidentified gunmen raided Kahungu village in Kabare territory.,Unidentified gunmen raided Kahungu village in Kabare territory. The attackers looted property and forced four men and four girls to carry the looted goods. They also raped the four girls.,9/17/2018,4,Rape
28.73583,-1.20118,Unidentified men abducted a man in the Lukweti locality of Masisi territory.,Unidentified men abducted a man in the Lukweti locality of Masisi territory.,9/17/2018,1,Abduction
28.87314,-1.54656,"Unidentified gunmen raided Rubaya village in Masisi territory. The attackers killed a policeman, a man and a woman.","Unidentified gunmen raided Rubaya village in Masisi territory. The attackers killed a policeman, a man and a woman. They also injured four people.",9/17/2018,4,Killing
27.24334,-2.79491,"The Raia Mutomboki Kazimoto, Kikwama and Kasosoli attacked an FARDC position at Nyambembe village in Shabunda territory.","The Raia Mutomboki Kazimoto, Kikwama and Kasosoli attacked an FARDC position at Nyambembe village in Shabunda territory. The attack killed four of the assailants and injured one.",9/17/2018,3,Clash
29.60008,-0.80128,The FDLR-RUD raided a house in Buganza village in Rutshuru territory at night.,The FDLR-RUD raided a house in Buganza village in Rutshuru territory at night. The attackers shot and killed a 42-year-old man.,9/17/2018,3,Killing
